"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 09:07:02 GMT 2025","Mon Feb 10 09:07:04 GMT 2025","2053","","tests.UiPomTests","","tests.UiPomTests","loginPomTest","loginPomTest()",""
"passed","Mon Feb 10 09:06:58 GMT 2025","Mon Feb 10 09:07:01 GMT 2025","2957","","tests.ApiTests","","tests.ApiTests","createUserParametrizedTest","createUserParametrizedTest(User) [1] User(id=0, username=username, firstName=firstName, lastName=lastName, email=email, password=null, phone=password, userStatus=0)",""
"passed","Mon Feb 10 09:07:04 GMT 2025","Mon Feb 10 09:07:13 GMT 2025","9373","","tests.UiTests","","tests.UiTests","loadingImagesImplicitWaitTest","loadingImagesImplicitWaitTest()",""
"passed","Mon Feb 10 09:07:02 GMT 2025","Mon Feb 10 09:07:02 GMT 2025","43","","tests.ApiTests","","tests.ApiTests","createUser","createUser()",""
"passed","Mon Feb 10 09:07:01 GMT 2025","Mon Feb 10 09:07:01 GMT 2025","68","","tests.ApiTests","","tests.ApiTests","createUserParametrizedTest","createUserParametrizedTest(User) [2] User(id=0, username=null, firstName=null, lastName=null, email=null, password=null, phone=null, userStatus=0)",""
"passed","Mon Feb 10 09:07:02 GMT 2025","Mon Feb 10 09:07:02 GMT 2025","55","","tests.ApiTests","","tests.ApiTests","createUserControllerTest","createUserControllerTest()",""
"passed","Mon Feb 10 09:07:13 GMT 2025","Mon Feb 10 09:07:14 GMT 2025","937","","tests.UiTests","","tests.UiTests","submitWebFormTest","submitWebFormTest()",""
"passed","Mon Feb 10 09:07:01 GMT 2025","Mon Feb 10 09:07:02 GMT 2025","799","","tests.ApiTests","","tests.ApiTests","checkUserResponseBody","checkUserResponseBody()",""
"passed","Mon Feb 10 09:07:02 GMT 2025","Mon Feb 10 09:07:02 GMT 2025","54","","tests.ApiTests","","tests.ApiTests","createInvalidUserControllerTest","createInvalidUserControllerTest()",""
"passed","Mon Feb 10 09:07:14 GMT 2025","Mon Feb 10 09:07:23 GMT 2025","8530","","tests.UiTests","","tests.UiTests","loadingImagesExplicitWaitTest","loadingImagesExplicitWaitTest()",""
